Date,SPY,QQQ,IWM,EFA,EEM,IEF,TLT,LQD,HYG,GLD,DBC,VNQ
2015-10-01,0.04015983930835234,0.00967069335758766,0.00045083621414672637,8.889800395031294e-05,2.248811122708812e-05,0.5152317724517788,1.1207303996972644e-05,0.00045115238243633045,0.3827073475315841,5.3339786859352413e-05,0.051134134053235386,1.8291494845085455e-05
2015-11-02,0.0412824111975475,0.012474984414970641,0.00033767252965571026,6.394393584003705e-05,1.622007997738285e-05,0.5225652815983692,8.303756725213302e-06,0.0003036349913514138,0.37348242944082827,3.958289424060822e-05,0.049411746946165805,1.3788214328074788e-05
2015-12-01,0.0351108218599841,0.018635323040534606,0.0003965332091032976,5.298113405126309e-05,1.1738117366783481e-05,0.5220106532379183,5.629984486272524e-06,0.0002768698006865622,0.3748806846734507,3.1955608825618373e-05,0.048577365880516594,9.44345307595356e-06
2016-01-04,0.031279232554232664,0.029340802625587355,0.00019376522726499956,3.0270976742907387e-05,5.275271088511163e-06,0.5456585018797502,2.1141151828503622e-06,0.000102960932145458,0.34148751415562734,1.367045763734792e-05,0.051882071200639195,3.820604101241906e-06
2016-02-01,0.042493220192104476,0.014569031051027005,0.00022850753477542243,5.181531792692463e-05,1.134544183803425e-05,0.561993175184865,5.184958584525795e-06,0.00018774898989529706,0.336075361567359,3.7113615298599135e-05,0.04433913108793097,8.365058394619576e-06
2016-03-01,0.05320259853521748,0.00975617125198061,0.0001950851916461779,3.308233218799328e-05,7.379963143750041e-06,0.5762857375180399,4.265231418084539e-06,0.0001223241683657444,0.3211918717916835,3.3762264254100596e-05,0.03916233043908659,5.391312975905542e-06
2016-04-01,0.05943621154395523,0.008472378503718894,6.047811480136404e-05,1.7674068496362456e-05,4.752881896045597e-06,0.5874143001855612,3.211783099784168e-06,8.912055662719887e-05,0.3035626029494415,1.8274392022099473e-05,0.04091734806002632,3.646960353855662e-06
2016-05-02,0.05920576772245757,0.011754190236552218,4.748267144284554e-05,1.5078435057276417e-05,3.9963353875108785e-06,0.5904806429625067,2.753680642151869e-06,6.89798116486747e-05,0.29800418796046685,2.1660288439296274e-05,0.04039198901923866,3.2708761603557447e-06
2016-06-01,0.055387423831504086,0.009360255029215087,4.889847668814866e-05,2.0374828000042182e-05,4.848341891992479e-06,0.5890441099767831,3.3577488904347153e-06,9.265247596078736e-05,0.31092460730209764,3.5341695347571324e-05,0.03507423014878415,3.900144836852842e-06
2016-07-01,0.061766641272304836,0.004015839958870012,6.420765511296415e-05,2.6713634268654142e-05,7.588597442576199e-06,0.5859708311737072,5.098170595803455e-06,0.0003631382939916587,0.3187600609799529,2.873914429432996e-05,0.028984901809122485,6.23931033665411e-06
2016-08-01,0.04881296113249401,0.004240280265141084,0.0001581343055787505,0.00011029994480746476,2.5886865607154323e-05,0.5805364698301891,1.0747504087533512e-05,0.00056403192458253,0.3417732066505801,9.036840143295827e-05,0.02366052976151012,1.7083413988701903e-05
2016-09-01,0.04284897962651928,0.0065360763857693115,0.0002219488031545825,0.00012253799418295047,3.2291886112202595e-05,0.5803682254383769,1.3372247119770897e-05,0.0004905578142759852,0.3531781731672133,0.00010377631224593523,0.01606146075289399,2.2599572135912087e-05
2016-10-03,0.03645915791104179,0.004681015385220497,0.00019130091488374704,0.000156018775790022,3.76558123338299e-05,0.5843629124852024,1.541595060775764e-05,0.0005952987880687328,0.3572080824720751,0.00018031516960322124,0.01608515945508771,2.7666880084936913e-05
2016-11-01,0.04386905256226652,0.0020150290279184013,0.00019792438009663305,0.0001719825345701038,3.831924089228504e-05,0.5873534530672432,1.58248399558816e-05,0.0005865851251471775,0.3506239292599392,0.0001878953747883008,0.01491153404547221,2.8470541709887973e-05
2016-12-01,0.06251486638354846,6.319018470441344e-05,0.0010427061879520385,5.500705633146578e-05,9.248729838099726e-06,0.6036023736964876,6.047998017312096e-06,0.0001906941064649752,0.31397608412438605,6.60553642522232e-05,0.018465216963172732,8.509204844702682e-06
2017-01-03,0.06497160308317003,6.059631517024811e-05,0.0013294354616770689,4.0205975840283415e-05,8.24968656858264e-06,0.6072333692556894,5.738556587895895e-06,0.00015809732339610566,0.30549809749570656,6.40885957238717e-05,0.020622751036779314,7.76721369056437e-06
2017-02-01,0.06388127691256663,5.4510978267769836e-05,0.0018938503795817934,3.6580911506156475e-05,8.041169484295692e-06,0.6061626585220434,5.665951302404487e-06,0.00013312160232907544,0.3079664889819098,7.185626413547331e-05,0.019778033393392954,7.914933480419024e-06
2017-03-01,0.061507181132319684,5.351094545582191e-05,0.004819290927959032,3.2228399618608783e-05,6.7540959721542604e-06,0.6049545580387323,4.7553842294415054e-06,0.00012118129401309439,0.30816363306868183,5.637401447259069e-05,0.020273935055156102,6.597643389075356e-06
2017-04-03,0.06703997626888575,6.675927494040855e-05,0.0022477393789198255,3.414735374825474e-05,7.752920797287588e-06,0.6124646825258526,5.414842426996883e-06,0.0001149406678244544,0.2988344656873869,4.9006419712194976e-05,0.019127612751758345,7.501907746913931e-06
2017-05-01,0.06621381663647058,5.4941769176359034e-05,0.0018101851731517622,3.278734937675777e-05,7.616374930257942e-06,0.610151013223143,5.383658618990668e-06,0.00011202562756614822,0.3024310537181142,4.6691655318464035e-05,0.01912680189293398,7.68292119964009e-06
2017-06-01,0.06795189836961617,5.336339736266677e-05,0.0011723267304463345,3.447228840378486e-05,7.919638034442386e-06,0.6107981588337643,5.554157067864653e-06,0.00011586017592127144,0.3026112806027118,3.6107894038574176e-05,0.017205220087581404,7.83782505112339e-06
2017-07-03,0.0659452624739905,4.3584314243174106e-05,0.001439917519814428,3.038670120068342e-05,7.0383220748273295e-06,0.6127717786773403,5.042991951540698e-06,0.00011247693446282702,0.3000421823778819,2.7084332377561326e-05,0.01956815629703807,7.0890576241868055e-06
2017-08-01,0.06505289436372416,3.655663624783334e-05,0.0018472924362510417,2.864976959121454e-05,6.741274056573262e-06,0.6125155311389955,5.007969546513401e-06,0.00010329333762963871,0.30064306580606187,2.6470592669427352e-05,0.01972743439732582,7.06227790033997e-06
2017-09-01,0.06481917705414433,3.437555487383942e-05,0.001436981113500699,2.6938669847625594e-05,6.573776023044219e-06,0.6130279131644247,4.8516857078044784e-06,8.828678913704118e-05,0.30170137267211894,2.3837324505264987e-05,0.01882290228755544,6.789908161172103e-06
2017-10-02,0.06332742953954465,2.8248781340078606e-05,0.001724022552437327,2.3211931308603354e-05,5.930658577874262e-06,0.6116090961571805,4.431977717236984e-06,8.389392127281062e-05,0.3042550864896184,2.0327555915233365e-05,0.01891209308816853,6.2273469188140535e-06
2017-11-01,0.06444217487694008,2.7755784718336512e-05,0.0033907327180856778,2.6712699789761875e-05,6.331456111857172e-06,0.6072041393583836,4.983768977776526e-06,8.713782185242963e-05,0.309781516879076,2.5927181195059985e-05,0.01499586190999068,6.725544878632529e-06
2017-12-01,0.06436561064878588,2.5090850860716853e-05,0.0039030652413771746,2.5851498416413793e-05,6.036530491237032e-06,0.6081328711757462,4.791980805517221e-06,8.580127521608858e-05,0.30690216713049595,2.9660692795831785e-05,0.016512505104158116,6.547870850865112e-06
