Date,QQQ,IWM,EFA,EEM,IEF,TLT,LQD,HYG,GLD,DBC,VNQ
2017-02-01,0.29999999305297814,0.2999999941817036,1.2702027402039519e-08,1.4971053755869917e-07,5.935993366817436e-09,5.051204356216554e-09,8.689256608734346e-09,0.27483384662043625,4.6029018885317696e-09,0.12516596546168932,1.3991271695659792e-08
2017-03-01,0.2999995796619125,0.2999997950598664,4.4488672069978746e-07,0.29999913015844293,1.8659712733411977e-07,1.516861320118333e-07,3.521464241353165e-07,0.09999820339144287,5.828644895251407e-07,9.99222397967712e-07,5.743250437750249e-07
2017-04-03,0.299999765023926,0.2999993024499498,0.10000774095652538,0.2999917611074117,1.511639131271946e-07,9.084745386621214e-08,2.0217002945963432e-07,5.182746063935066e-07,1.271011710556353e-07,1.837144789262101e-07,1.5719053404614207e-07
2017-05-01,0.29999980087104555,0.2999989276844014,0.2618370169594182,0.13816262635788018,1.0437091076906507e-07,5.180346271268193e-08,1.4532437230329945e-07,7.865322474862396e-07,8.434049782312233e-08,3.9232235522405745e-07,6.343340830935853e-08
2017-06-01,0.2999998185179992,0.10000354409986782,0.29999901277325086,0.2999960897840335,1.6212474680374716e-07,1.0074959538070277e-07,1.9659643415012776e-07,5.571465908474443e-07,1.4813384002687556e-07,2.394563232024115e-07,1.3061731824289347e-07
2017-07-03,0.2999999813536512,0.29999997003122814,0.2999999347007451,0.10000003238091251,7.696237111233471e-09,4.2647619890959446e-09,1.4955884654996114e-08,3.184150375991169e-08,4.918185653016964e-09,7.304801031839333e-09,1.0552089040983146e-08
2017-08-01,0.29999997510790416,0.29999973454837436,0.24618042886708594,0.15381982727182883,3.791616951537913e-09,3.4360056668492165e-09,5.1948858043396545e-09,7.024279552650711e-09,4.009074966602203e-09,4.298236017177356e-09,6.450707743229638e-09
2017-09-01,0.2999991444882218,7.319069424885057e-07,0.29999893760764085,0.2999994690820234,6.660565800509993e-07,1.4119740230509e-06,9.015384945916476e-07,9.15192241388912e-07,0.09999636462463322,3.7990822934621307e-07,1.0776209698237544e-06
2017-10-02,0.29999998841275566,1.68836036229809e-08,0.29999998737782113,0.2999999933186669,1.0465338039378537e-08,2.376580024585348e-08,1.6088184461522373e-08,1.4944174711139085e-08,0.09999993338302877,5.374502001383331e-09,9.98612446647447e-09
2017-11-01,0.2999999843435992,0.09999974700557554,0.29999997657372846,0.29999998640424425,2.212067932977581e-08,1.4462885869503938e-07,4.275007132121685e-08,2.8075970069097963e-08,3.105143856675599e-08,1.760072421385756e-08,1.9445110339794756e-08
2017-12-01,0.2999997734433401,0.09999928880001542,0.29999966960190577,0.29999991328261677,1.332901968755693e-07,3.921146360548741e-07,2.5426493384806776e-07,1.6365201610012702e-07,1.3830082918227943e-07,1.549887663971672e-07,1.1826074330644881e-07
2018-01-02,0.2999996348346838,0.09999205968117991,0.2999995872051322,0.29999975163491704,2.8997891422183034e-07,4.1502483866852815e-06,7.457865924040954e-07,3.439875063226087e-07,5.561394547266368e-07,2.5203684557256557e-06,3.6013477716000886e-07
2018-02-01,0.2999995712548436,1.4195500084214178e-07,0.29999876628183386,0.29999978568882396,1.5568823402252344e-07,2.2436488988364542e-07,2.3184725085695187e-07,2.0626299573274563e-07,3.0607907695141645e-07,0.10000045160347094,1.5897357938569236e-07
2018-03-01,0.29999990997686876,0.09999893130910126,7.968567698052755e-07,0.2999998338738463,5.63209216188583e-08,6.993438078630457e-08,1.0101318783931309e-07,1.1088312715210689e-07,2.613314901597523e-07,0.2999999026212958,2.587901072581477e-08
2018-04-02,0.29999999156205903,0.02982147832294717,8.218163365423195e-08,0.29999999129147253,7.119046638358142e-09,9.577163320702725e-09,8.882678496731534e-09,8.582562886727308e-09,0.07017842523996484,0.29999999357482526,3.6656460019708124e-09
2018-05-01,0.2999999022386944,0.29999733926877487,3.569915786436336e-08,0.10000263330673205,1.391370685240189e-08,1.6399141121356196e-08,1.524897502247495e-08,2.0366376044774383e-08,3.2073635831811473e-08,0.29999998040768383,1.1077122072606369e-08
2018-06-01,0.29999983043860123,0.29999983071249653,0.09999593659515633,2.6260934445787603e-06,2.3778910266867463e-07,2.6513376366397233e-07,2.8592135327803506e-07,4.991385393019832e-07,3.315263374644386e-07,0.2999998420675855,3.1458361947182673e-07
2018-07-02,0.2999998428633836,0.29999966517671833,3.082615156833186e-07,9.408763737940608e-07,4.2877467725593367e-07,8.315614428206674e-07,3.60160694480051e-07,7.666109456170866e-07,4.4646995776754886e-07,0.2999996976090218,0.09999671163526885
2018-08-01,0.29999990823420764,0.299999848307331,1.0937628100368233e-06,3.408847124929866e-07,1.8704154096725158e-07,2.2050699246477495e-07,2.06650555617467e-07,4.4559472736247256e-07,1.6277378572466357e-07,0.29999970543711413,0.09999788080622257
2018-09-04,0.2999999393057005,0.29999987230310715,2.87266782248741e-07,1.4930902523340407e-07,1.7244677796490904e-07,1.4886174372587303e-07,1.5649764104714138e-07,1.0709901589323024e-06,8.687226742761271e-08,0.29999964874547996,0.09999846740131586
2018-10-01,0.29999998493670244,0.2999999720965036,5.6384097195674125e-08,2.582971665921506e-08,4.306363061398759e-08,2.972812603827261e-08,4.043069797160602e-08,0.09999984336576946,2.232040637594313e-08,0.29999995362511406,2.8219235504639477e-08
2018-11-01,0.2999993822425741,3.5724867479463364e-07,1.886938553116863e-08,1.0816990592576751e-08,1.3829586617622447e-06,1.5712480680541847e-07,2.1032520198116825e-07,0.2999980891469943,5.347322767518057e-08,0.10000089401625177,0.29999944377723065
2018-12-03,0.2999995451746672,0.2999993974183783,9.043531501659821e-08,4.94096309773022e-08,0.09999811910821936,4.6333045725192943e-07,2.8757459400874727e-07,1.9056729645242895e-06,8.674390932472314e-08,8.944464572623078e-08,0.2999999656872183
2019-01-02,6.726004249714001e-07,1.1138508482685714e-08,7.650239563352042e-09,5.338479924804166e-09,0.29999997444409043,0.2999999707034358,0.09999683626900818,2.4766602821120477e-06,6.262936714873349e-08,7.366026612494881e-09,0.2999999752001369
2019-02-01,0.29999718985903406,6.827187752426791e-07,2.662207293685825e-07,3.7222197007506923e-07,0.29995612568689145,0.1000327408663545,9.8152875702436e-06,2.0619677453626712e-06,8.474635620537885e-07,2.3298651667005567e-07,0.299999664720851
2019-03-01,0.29999944708821275,9.660451176502797e-08,5.8277267832654075e-08,6.075287056888545e-08,0.0999979743282871,3.0697852159054755e-07,2.310409770118052e-06,0.2999994935418768,2.607288892633661e-07,2.878791720898623e-08,0.299999962501875
2019-04-01,0.29998547674713555,4.75071652371981e-07,7.789693504755556e-07,1.5990081603551732e-06,5.054142032940205e-05,0.09992350294912192,0.2999953027777961,4.120339360662763e-05,2.2097541888004722e-06,2.4496026986344597e-07,0.2999986649483886
2019-05-01,0.2999996819252891,1.2070459937436693e-07,1.44389785554249e-07,2.2052243303365088e-07,0.29999726201985716,6.2210335338289986e-06,0.09999574414423075,2.932949907793307e-07,5.172150561008291e-07,8.543745705179096e-08,0.29999970931276726
2019-06-03,3.8013592195990754e-07,1.1814335836969954e-07,3.875682110939305e-07,4.645489673873194e-07,0.2999900355787596,0.29999704027588514,0.00012124575003946354,5.223749603413607e-07,0.2999912974941191,1.4870374966682322e-07,0.09989835942602801
